lat,lon,primary,name
48.567924,15.974556,false,"Kirchweg Kellergasse, Kleinstelzendorf, Hollabrunn"
48.575106,16.149652,false,"Kellergasse Kleinstetteldorf, Kleinstetteldorf, Hollabrunn"
48.557876,16.117656,false,"Kellergasse Magersdorf, Magersdorf, Hollabrunn"
48.561775,16.01954,false,"Oaraberg Kellergasse, Oberfellabrunn, Hollabrunn"
48.5647,16.0176,false,Keller
48.56342,16.01951,false,Keller
48.56427,16.02139,false,Keller
48.55745,16.01026,false,"Steingraben / Urbanuskellergasse, Oberfellabrunn, Hollabrunn"
48.56029,16.02184,false,"In den Köcheln, Oberfellabrunn, Hollabrunn"
48.501735,16.044737,false,"Kellergasse Puch / Kleedorfer Straße, Puch, Hollabrunn"
48.54265,16.09004,false,"Kellergasse Raschala / Alte Poststraße / ""Pinkelsteinkellergasse"", Raschala, Hollabrunn"
48.54403,16.08758,false,"Kellergasse Raschala, Raschala, Hollabrunn"
48.547645,16.057718,false,"Mühlbergkellergasse, Sonnberg, Hollabrunn"
48.542883,16.054869,false,"Kellergasse Sandgraben, Sonnberg, Hollabrunn"
48.536667,16.048906,false,"Kellerensemble Richtung Thernerberg, Sonnberg, Hollabrunn"
48.5393,16.05334,false,"Kellergasse Satzingerkreuz / Hintaus Richtung Wolfsbrunn, Sonnberg, Hollabrunn"
48.58005,16.05875,false,"Kellergasse Suttenbrunn, Suttenbrunn, Hollabrunn"
48.58465,16.07024,false,"An der Bundesstraße, Suttenbrunn, Hollabrunn"
48.56743,16.18949,false,"Kellergasse Weyerburg / Beim Schloss, Weyerburg, Hollabrunn"
48.57613,16.1239,false,"Kellergasse Wieselsfeld, Wieselsfeld, Hollabrunn"
48.57268,16.11159,false,"Mariathaler Kellergasse / Reisberg, Wieselsfeld, Hollabrunn"
48.54283,16.02943,false,"Nordwestlicher Hohlweg, Wolfsbrunn, Hollabrunn"
48.541093,16.0274612,false,"Zwei Keller, Wolfsbrunn, Hollabrunn"
48.39849,16.06118,false,"Hauptstraße, Gaisruck, Hausleiten"
48.400921,16.054732,false,"Zum Himmelreich, Gaisruck, Pettendorf, Hausleiten"
48.40521,16.05381,false,Keller
48.39496,16.11748,false,"Keller am Brunnberg, Goldgeben, Hausleiten"
48.3981,16.10521,false,"Kellergasse in der Lehrn (Lehrngasse), Hausleiten, Hausleiten"
48.3979,16.09412,false,"Kirchengasse / Schulgasse, Hausleiten, Hausleiten"
48.406551,16.0611,false,"Kellergasse Pettendorf (Hauptstraße und Hintaus), Pettendorf, Hausleiten"
48.40918,16.09274,false,"Schloßstraße, Seitzersdorf-Wolfpassing, Hausleiten"
48.40903,16.09662,false,"Parallel zur Bäckerstraße, Seitzersdorf-Wolfpassing, Hausleiten"
48.41285,16.09679,false,"Kasinostraße, Seitzersdorf-Wolfpassing, Hausleiten"
48.40292,16.14077,false,"Nördlich des Ortszentrums, Zissersdorf, Hausleiten"
48.39969,16.13694,false,"Richtung Hausleiten ""Zur Leiten"", Zissersdorf, Hausleiten"
48.6793,16.18742,false,"""Kadolzerstraße"", Mailberg, Mailberg"
48.672237,16.187134,false,"Hundsschupfen/Zipf, Mailberg, Mailberg"
48.672213,16.174266,false,"Marktweg, Mailberg, Mailberg"
48.67484,16.172067,false,"Rosenpoint, Mailberg, Mailberg"
48.7131,16.0661,false,"Auggenthaler Kellertrift, Auggenthal, Haugsdorf"
48.69994,16.0642,false,"Kellerbergen, Auggenthal, Haugsdorf"
48.74449,16.06135,false,"Kellergasse Kleinhaugsdorf, Auggenthal, Haugsdorf"
48.71673,16.07674,false,"Große Kellertrift, Haugsdorf, Haugsdorf"
